isin,symbol,name,sector,industry,country,exchange,index,segment
DE0005545503,1U1,1&1 AG,Telecommunication,Wireless Communication,DE,XETRA + FRANKFURT,SDAX,Prime Standard
DE0005118806,TGT,11 88 0 SOLUTIONS AG,Telecommunication,Telecommunication Services,DE,XETRA + FRANKFURT,-,Prime Standard
DE0005167902,UUU,3U HOLDING AG,Industrial,Industrial Products & Services,DE,XETRA + FRANKFURT,-,Prime Standard
DE000A0Z23Q5,ADN1,ADESSO SE  INH O.N.,Software,IT-Services,DE,XETRA + FRANKFURT,-,Prime Standard
DE000A1EWWW0,ADS,ADIDAS AG NA O.N.,Consumer,Clothing & Footwear,DE,XETRA + FRANKFURT,DAX,Prime Standard
DE000A0WMPJ6,AIXA,AIXTRON SE NA O.N.,Technology,Semiconductors,DE,XETRA + FRANKFURT,MDAX,Prime Standard
DE0005110001,A1OS,ALL FOR ONE GROUP NA O.N.,Software,IT-Services,DE,XETRA + FRANKFURT,-,Prime Standard
DE000A0DPRE6,LNSX,Allane SE,Financial Services,Diversified Financial,DE,FRANKFURT,-,Prime Standard
DE0008404005,ALV,ALLIANZ SE NA O.N.,Insurance,Insurance,DE,XETRA + FRANKFURT,DAX,Prime Standard
DE000A2YNT30,ACT,ALZCHEM GROUP AG INH O.N.,Chemicals,"Chemicals, Specialty",DE,XETRA + FRANKFURT,SDAX,Prime Standard
DE0005093108,AAD,AMADEUS FIRE AG,Industrial,Industrial Products & Services,DE,XETRA + FRANKFURT,-,Prime Standard
DE000A289B07,ELB,Arzneiwerk AG VIDA,Technology,Communications Technology,DE,XETRA + FRANKFURT,-,Prime Standard
DE0005104400,AOF,ATOSS SOFTWARE SE,Software,Software,DE,XETRA + FRANKFURT,SDAX,Prime Standard
DE000A2DAM03,AAG,AUMANN AG  INH O.N.,Industrial,Industrial Machinery,DE,XETRA + FRANKFURT,-,Prime Standard
DE000AUM0V10,AMV0,AUMOVIO SE,Automobile,Auto Parts & Equipment,DE,XETRA + FRANKFURT,MDAX,Prime Standard
DE0006766504,NDA,AURUBIS AG,Basic Resources,Steel & Other Metals,DE,XETRA + FRANKFURT,MDAX,Prime Standard
DE000A2LQ884,AG1,AUTO1 GROUP SE,Retail,"Retail, Internet",DE,XETRA + FRANKFURT,MDAX,Prime Standard
DE000BASF111,BAS,BASF SE NA O.N.,Chemicals,"Chemicals, Specialty",DE,XETRA + FRANKFURT,DAX,Prime Standard
DE0005102008,BSL,BASLER AG O.N.,Industrial,Advanced Industrial Equipment,DE,XETRA + FRANKFURT,SDAX,Prime Standard
DE000A1X3YY0,BST,BASTEI LUEBBE AG  O.N.,Media,Publishing & Printing,DE,XETRA + FRANKFURT,-,Prime Standard
DE0005190003,BMW,BAY.MOTOREN WERKE AG ST,Automobile,Automobile Manufacturers,DE,XETRA + FRANKFURT,DAX,Prime Standard
DE000BAY0017,BAYN,BAYER AG NA O.N.,Pharma & Healthcare,Pharmaceuticals,DE,XETRA + FRANKFURT,DAX,Prime Standard
DE0005194005,BYW,BAYWA AG NA O.N.,Industrial,"Industrial, Diversified",DE,XETRA + FRANKFURT,-,Prime Standard
DE0005194062,BYW6,BAYWA AG VINK.NA. O.N.,Industrial,"Industrial, Diversified",DE,XETRA + FRANKFURT,-,Prime Standard
DE0005158703,BC8,BECHTLE AG O.N.,Software,IT-Services,DE,XETRA + FRANKFURT,MDAX,Prime Standard
DE0005200000,BEI,BEIERSDORF AG O.N.,Consumer,Personal Products,DE,XETRA + FRANKFURT,DAX,Prime Standard
DE0005232805,BDT,BERTRANDT AG O.N.,Industrial,Industrial Products & Services,DE,XETRA + FRANKFURT,-,Prime Standard
DE000A0DNAY5,ACX,BET-AT-HOME.COM AG O.N.,Retail,"Retail, Internet",DE,XETRA + FRANKFURT,-,Prime Standard
DE000A3CQ7F4,BIKE,BIKE24 HOLDING AG,Retail,"Retail, Internet",DE,XETRA + FRANKFURT,-,Prime Standard
DE0005909006,GBF,BILFINGER SE O.N.,Industrial,Industrial Products & Services,DE,XETRA + FRANKFURT,MDAX,Prime Standard
DE000A4BGGM7,B8F,BIOFRONTERA AG NA O.N.,Pharma & Healthcare,Pharmaceuticals,DE,XETRA + FRANKFURT,-,Prime Standard
DE0005493092,BVB,BORUSSIA DORTMUND,Media,Movies & Entertainment,DE,XETRA + FRANKFURT,-,Prime Standard
DE0005203947,BNN,BRAIN BIOTECH AG,Chemicals,"Chemicals, Specialty",DE,XETRA + FRANKFURT,-,Prime Standard
DE000A1X3XX4,BRK,BRANICKS Group AG,Financial Services,Real Estate,DE,XETRA + FRANKFURT,-,Prime Standard
DE000A1DAHH0,BNR,BRENNTAG SE,Industrial,Industrial Products & Services,DE,XETRA + FRANKFURT,DAX,Prime Standard
DE000A2GSU42,BKHT,BROCKHAUS TECHNOLOGIES AG,Financial services,Diversified Financial,DE,XETRA + FRANKFURT,-,Prime Standard
DE0005419105,COK,CANCOM SE O.N.,Software,IT-Services,DE,XETRA + FRANKFURT,SDAX,Prime Standard
DE0005313704,AFX,CARL ZEISS MEDITEC AG,Pharma & Healthcare,Medical Technology,DE,XETRA + FRANKFURT,SDAX,Prime Standard
DE0007257503,CEC,CECONOMY AG  ST O.N.,Retail,"Retail, Specialty",DE,XETRA + FRANKFURT,-,Prime Standard
DE0005403901,CWC,CEWE STIFTUNG KGAA  O.N.,Consumer,Leisure,DE,XETRA + FRANKFURT,SDAX,Prime Standard
DE000A41YFJ9,C3RY,CHERRY SE,Technology,Electronic Components & Hardware,DE,XETRA + FRANKFURT,-,Prime Standard
DE000CBK1001,CBK,COMMERZBANK AG,Banks,Credit Banks,DE,XETRA + FRANKFURT,DAX,Prime Standard
DE0005439004,CON,CONTINENTAL AG O.N.,Automobile,Auto Parts & Equipment,DE,XETRA + FRANKFURT,DAX,Prime Standard
DE0005470306,EVD,CTS EVENTIM KGAA,Media,Movies & Entertainment,DE,XETRA + FRANKFURT,MDAX,Prime Standard
DE000DTR0CK8,DTG,DAIMLER TRUCK HOLDING AG,Industrial,Heavy Machinery,DE,XETRA + FRANKFURT,DAX,Prime Standard
DE0005498901,DAM,DATA MODUL AG O.N.,Technology,Electronic Components & Hardware,DE,XETRA + FRANKFURT,-,Prime Standard
DE000A2E4K43,DHER,DELIVERY HERO SE NA O.N.,Retail,"Retail, Internet",DE,XETRA + FRANKFURT,MDAX,Prime Standard
DE0005146807,DEX,DELTICOM AG  NA O.N.,Retail,"Retail, Internet",DE,XETRA + FRANKFURT,-,Prime Standard
DE000A0XFSF0,DMRE,DEMIRE DEUTSCHE MITTELSTAND REAL ESTATE AG,Financial Services,Real Estate,DE,XETRA + FRANKFURT,-,Prime Standard
DE000A2GS5D8,DMP,DERMAPHARM HOLDING INH O.N.,Pharma & Healthcare,Pharmaceuticals,DE,XETRA + FRANKFURT,SDAX,Prime Standard
DE0005140008,DBK,DEUTSCHE BANK AG NA O.N.,Banks,Credit Banks,DE,XETRA + FRANKFURT,DAX,Prime Standard
DE0005810055,DB1,DEUTSCHE BOERSE NA O.N.,Financial Services,Securities Brokers,DE,XETRA + FRANKFURT,DAX,Prime Standard
DE0007480204,DEQ,DEUTSCHE EUROSHOP NA O.N.,Financial Services,Real Estate,DE,XETRA + FRANKFURT,SDAX,Prime Standard
DE0005552004,DHL,DEUTSCHE POST AG NA O.N.,Transportation & Logistics,Logistics,DE,XETRA + FRANKFURT,DAX,Prime Standard
DE0006305006,DEZ,DEUTZ AG O.N.,Industrial,Industrial Machinery,DE,XETRA + FRANKFURT,MDAX,Prime Standard
DE0005878003,GIL,DMG MORI AG O.N.,Industrial,Industrial Machinery,DE,XETRA + FRANKFURT,-,Prime Standard
DE000BEAU1Y4,DOU,DOUGLAS AG,Retail,"Retail, Specialty",DE,XETRA + FRANKFURT,SDAX,Prime Standard
DE0005550602,DRW8,DRAEGERWERK ST.A.O.N.,Pharma & Healthcare,Medical Technology,DE,XETRA + FRANKFURT,-,Prime Standard
DE0005550636,DRW3,DRAEGERWERK VZO O.N.,Pharma & Healthcare,Medical Technology,DE,XETRA + FRANKFURT,SDAX,Prime Standard
DE000A14KRD3,DKG,DT. Konsum Real Estae AG,Financial Services,Real Estate,DE,XETRA + FRANKFURT,-,Prime Standard
DE000A1TNUT7,DBAN,DT.BETEILIG.AG NA O.N.,Financial Services,Private Equity & Venture Capital,DE,XETRA + FRANKFURT,SDAX,Prime Standard
DE0008019001,PBB,DT.PFANDBRIEFBK AG,Banks,Credit Banks,DE,XETRA + FRANKFURT,SDAX,Prime Standard
DE0005557508,DTE,DT.TELEKOM AG NA,Telecommunication,Telecommunication Services,DE,XETRA + FRANKFURT,DAX,Prime Standard
DE0005565204,DUE,DUERR AG O.N.,Industrial,Industrial Machinery,DE,XETRA + FRANKFURT,SDAX,Prime Standard
DE000DWS1007,DWS,DWS GROUP GMBH+CO.KGAA ON,Financial Services,Diversified Financial,DE,XETRA + FRANKFURT,MDAX,Prime Standard
DE000ENAG999,EOAN,E.ON SE NA O.N.,Utilities,Multi-Utilities,DE,XETRA + FRANKFURT,DAX,Prime Standard
DE0005659700,EUZ,ECKERT+ZIEGLER SE O.N.,Pharma & Healthcare,Medical Technology,DE,XETRA + FRANKFURT,SDAX,Prime Standard
DE000A40ESU3,EIN3,EINHELL GERMANY VZO O.N.,Consumer,Home Construction & Furnishings,DE,XETRA + FRANKFURT,SDAX,Prime Standard
DE0005677108,ELG,ELMOS SEMICONDUCTOR INH O.N.,Technology,Semiconductors,DE,XETRA + FRANKFURT,MDAX,Prime Standard
DE0007856023,ZIL2,ELRINGKLINGER AG NA O.N.,Automobile,Auto Parts & Equipment,DE,XETRA + FRANKFURT,-,Prime Standard
DE000A11Q059,ELB,ELUMEO SE,Retail,"Retail, Internet",DE,XETRA + FRANKFURT,-,Prime Standard
DE000EVNK013,EVK,EVONIK INDUSTRIES AG NA O.N.,Chemicals,"Chemicals, Specialty",DE,XETRA + FRANKFURT,MDAX,Prime Standard
DE0005664809,EVT,EVOTEC SE  INH O.N.,Pharma & Healthcare,Biotechnology,DE,XETRA + FRANKFURT,SDAX,Prime Standard
DE000A0BL849,V3V,FAMICORD AG,Pharma & Healthcare,Healthcare,DE,XETRA + FRANKFURT,-,Prime Standard
DE0005772206,FIE,FIELMANN AG O.N.,Retail,"Retail, Specialty",DE,XETRA + FRANKFURT,SDAX,Prime Standard
DE0007201907,SIS,FIRST SENSOR AG O.N.,Technology,Semiconductors,DE,XETRA + FRANKFURT,-,Prime Standard
DE000FTG1111,FTK,FLATEXDEGIRO SE,Financial Services,Securities Brokers,DE,XETRA + FRANKFURT,MDAX,Prime Standard
DE000A1EWVY8,FYB,FORMYCON AG,Pharma & Healthcare,Biotechnology,DE,XETRA + FRANKFURT,-,Prime Standard
DE0005774103,FEV,FORTEC ELEKTRO. O.N.,Technology,Electronic Components & Hardware,DE,XETRA + FRANKFURT,-,Prime Standard
DE0005773303,FRA,FRAPORT AG,Transportation & Logistics,Transportation Services,DE,XETRA + FRANKFURT,MDAX,Prime Standard
DE000A0Z2ZZ5,FNTN,FREENET AG NA O.N.,Telecommunication,Wireless Communication,DE,XETRA + FRANKFURT,MDAX,Prime Standard
DE0005785802,FME,FRESENIUS MEDICAL CARE AG O.N.,Pharma & Healthcare,Health Care,DE,XETRA + FRANKFURT,DAX,Prime Standard
DE0005785604,FRE,FRESENIUS SE+CO.KGAA O.N.,Pharma & Healthcare,Health Care,DE,XETRA + FRANKFURT,DAX,Prime Standard
DE000A255F11,VH2,FRIEDRICH VORWERK GROUP SE,Industrial,Industrial Products & Services,DE,XETRA + FRANKFURT,SDAX,Prime Standard
DE000A3E5D56,FPE,FUCHS SE O.N.,Chemicals,"Chemicals, Specialty",DE,XETRA + FRANKFURT,MDAX,Prime Standard
DE000A3E5D64,FPE3,FUCHS SE VZO O.N.,Chemicals,"Chemicals, Specialty",DE,XETRA + FRANKFURT,-,Prime Standard
DE000A0JJTG7,GTY,GATEWAY R.EST.AG O.N.,Financial Services,Real Estate,DE,XETRA + FRANKFURT,-,Prime Standard
DE0006602006,G1A,GEA GROUP AG,Industrial,Industrial Machinery,DE,XETRA + FRANKFURT,DAX,Prime Standard
DE000A0LD6E6,GXI,GERRESHEIMER AG,Pharma & Healthcare,Health Care,DE,XETRA + FRANKFURT,-,Prime Standard
DE000A1K0201,GSC1,GESCO SE NA O.N.,Industrial,"Industrial, Diversified",DE,XETRA + FRANKFURT,-,Prime Standard
DE0005800601,GFT,GFT TECHNOLOGIES SE,Software,IT-Services,DE,XETRA + FRANKFURT,SDAX,Prime Standard
DE0005895403,GMM,GRAMMER AG O.N.,Automobile,Auto Parts & Equipment,DE,XETRA + FRANKFURT,-,Prime Standard
DE000A161N30,GLJ,GRENKE AG NA O.N.,Financial Services,Diversified Financial,DE,XETRA + FRANKFURT,SDAX,Prime Standard
DE000A2E4T77,2HRA,H+R KGAA  INH. O.N.,Chemicals,"Chemicals, Specialty",DE,XETRA + FRANKFURT,-,Prime Standard
DE000A3H2333,HABA,HAMBORNER REIT AG O.N.,Financial Services,Real Estate,DE,XETRA + FRANKFURT,SDAX,Prime Standard
DE000A0S8488,HHFA,HAMBURGER HAFEN UND LOGISTIK A-SP NA,Transportation & Logistics,Transportation Services,DE,XETRA + FRANKFURT,-,Prime Standard
DE0008402215,HNR1,HANNOVER RUECK SE NA O.N.,Insurance,Re-Insurance,DE,XETRA + FRANKFURT,DAX,Prime Standard
DE000HLAG475,HLAG,HAPAG-LLOYD AG NA O.N.,Transportation & Logistics,Logistics,DE,XETRA + FRANKFURT,-,Prime Standard
DE0006042708,HAW,HAWESKO HOLDING SE,Retail,"Retail, Food & Drug",DE,XETRA + FRANKFURT,-,Prime Standard
DE0006047004,HEI,HEIDELBERG MATERIALS AG O.N.,Construction,Building Materials,DE,XETRA + FRANKFURT,DAX,Prime Standard
DE000A11QVV0,HPHA,HEIDELBERG PHARMA AG O.N.,Pharma & Healthcare,Biotechnology,DE,XETRA + FRANKFURT,-,Prime Standard
DE0007314007,HDD,HEIDELBERGER DRUCKMASCHINEN AG .O.N.,Industrial,Industrial Machinery,DE,XETRA + FRANKFURT,SDAX,Prime Standard
DE000A13SX22,HLE,HELLA GMBH+CO.KGAA,Automobile,Auto Parts & Equipment,DE,XETRA + FRANKFURT,MDAX,Prime Standard
DE000A161408,HFG,HELLOFRESH SE  INH O.N.,Retail,"Retail, Internet",DE,XETRA + FRANKFURT,SDAX,Prime Standard
DE0006048408,HEN,HENKEL AG+CO.KGAA ST O.N.,Consumer,Personal Products,DE,XETRA + FRANKFURT,-,Prime Standard
DE0006048432,HEN3,HENKEL AG+CO.KGAA VZO,Consumer,Personal Products,DE,XETRA + FRANKFURT,DAX,Prime Standard
DE000HAG0005,HAG,HENSOLDT AG NA O.N.,Industrial,Advanced Industrial Equipment,DE,XETRA + FRANKFURT,MDAX,Prime Standard
DE000A3CMGN3,A3CMGN,HGEARS AG,Automobile,Auto Parts & Equipment,DE,XETRA + FRANKFURT,-,Prime Standard
DE0006070006,HOT,HOCHTIEF AG,Construction,Construction & Engineering,DE,XETRA + FRANKFURT,DAX,Prime Standard
DE0005157101,HNL,HOENLE AG,Industrial,Advanced Industrial Equipment,DE,XETRA + FRANKFURT,-,Prime Standard
DE0006083405,HBH,HORNBACH HOLDING ST O.N.,Retail,"Retail, Specialty",DE,XETRA + FRANKFURT,SDAX,Prime Standard
DE000A1PHFF7,BOSS,HUGO BOSS AG NA O.N.,Consumer,Clothing & Footwear,DE,XETRA + FRANKFURT,MDAX,Prime Standard
DE0005493365,HYQ,HYPOPORT SE  NA O.N.,Financial Services,Diversified Financial,DE,XETRA + FRANKFURT,SDAX,Prime Standard
DE0006200108,INH,INDUS HOLDING AG,Industrial,"Industrial, Diversified",DE,XETRA + FRANKFURT,SDAX,Prime Standard
DE0006231004,IFX,INFINEON TECH.AG NA O.N.,Technology,Semiconductors,DE,XETRA + FRANKFURT,DAX,Prime Standard
DE0005759807,IXX,INIT INNOVATION O.N.,Software,Software,DE,XETRA + FRANKFURT,SDAX,Prime Standard
DE000A2NBX80,INS,INSTONE REAL ESTATE GROUP SE,Financial Services,Real Estate,DE,XETRA + FRANKFURT,-,Prime Standard
DE000A254211,ISH2,INTERSHOP COMMUNICATIONS INH O.N.,Software,Software,DE,XETRA + FRANKFURT,-,Prime Standard
DE0005874846,IS7,INTICA SYSTEMS SE,Technology,Electronic Components & Hardware,DE,XETRA + FRANKFURT,-,Prime Standard
DE000A3E00M1,IOS,IONOS GROUP SE NA O.N.,Software,Internet,DE,XETRA + FRANKFURT,MDAX,Prime Standard
DE0007448508,IVU,IVU TRAFFIC TECHN.AG O.N.,Software,Software,DE,XETRA + FRANKFURT,-,Prime Standard
DE000A2NB601,JEN,JENOPTIK AG  NA O.N.,Industrial,Advanced Industrial Equipment,DE,XETRA + FRANKFURT,MDAX,Prime Standard
DE000JST4000,JST,JOST WERKE SE INH.   O.N.,Automobile,Auto Parts & Equipment,DE,XETRA + FRANKFURT,SDAX,Prime Standard
DE0006219934,JUN3,JUNGHEINRICH AG O.N.VZO,Industrial,Industrial Machinery,DE,XETRA + FRANKFURT,SDAX,Prime Standard
DE000KSAG888,SDF,K+S AG NA O.N.,Chemicals,"Chemicals, Commodity",DE,XETRA + FRANKFURT,MDAX,Prime Standard
